member_title,member_url,pageid,source_articles,source_article_urls,root_categories,root_category_urls,categories_found_in
"Robert Patterson (naturalist, born 1802)","https://en.wikipedia.org/wiki/Robert_Patterson_(naturalist,_born_1802)",2369276,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Peel,https://en.wikipedia.org/wiki/Robert_Peel,45233,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Perceval,https://en.wikipedia.org/wiki/Robert_Perceval,66060319,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Royal Irish Academy
Robert Percival Cook,https://en.wikipedia.org/wiki/Robert_Percival_Cook,48451460,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
"Robert Petre, 8th Baron Petre","https://en.wikipedia.org/wiki/Robert_Petre,_8th_Baron_Petre",15603593,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
"Robert Petre, 9th Baron Petre","https://en.wikipedia.org/wiki/Robert_Petre,_9th_Baron_Petre",15603585,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Pippin,https://en.wikipedia.org/wiki/Robert_Pippin,5543894,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the German National Academy of Sciences Leopoldina
Robert Pitcairn (antiquary),https://en.wikipedia.org/wiki/Robert_Pitcairn_(antiquary),30930150,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Plomin,https://en.wikipedia.org/wiki/Robert_Plomin,6216280,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Plonsey,https://en.wikipedia.org/wiki/Robert_Plonsey,23498433,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Robert Pollock Gillespie,https://en.wikipedia.org/wiki/Robert_Pollock_Gillespie,51040007,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Pound,https://en.wikipedia.org/wiki/Robert_Pound,18766313,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the French Academy of Sciences | Category:Members of the United States National Academy of Sciences
Robert Price (engineer),https://en.wikipedia.org/wiki/Robert_Price_(engineer),20633572,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Robert Pring-Mill,https://en.wikipedia.org/wiki/Robert_Pring-Mill,68656464,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Pullar,https://en.wikipedia.org/wiki/Robert_Pullar,25354265,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Purcell (virologist),https://en.wikipedia.org/wiki/Robert_Purcell_(virologist),51660948,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Q. Marston,https://en.wikipedia.org/wiki/Robert_Q._Marston,12286960,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Robert R. Gilruth,https://en.wikipedia.org/wiki/Robert_R._Gilruth,337117,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert R. Rich,https://en.wikipedia.org/wiki/Robert_R._Rich,64027675,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert R. Shannon,https://en.wikipedia.org/wiki/Robert_R._Shannon,21663129,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the United States National Academy of Engineering
Robert R. Sokal,https://en.wikipedia.org/wiki/Robert_R._Sokal,15415012,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert R. Wilson,https://en.wikipedia.org/wiki/Robert_R._Wilson,590219,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Ramsay Wright,https://en.wikipedia.org/wiki/Robert_Ramsay_Wright,22188771,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert Reading,https://en.wikipedia.org/wiki/Robert_Reading,24461256,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
"Robert Reed, Baron Reed of Allermuir","https://en.wikipedia.org/wiki/Robert_Reed,_Baron_Reed_of_Allermuir",17564986,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Reischauer,https://en.wikipedia.org/wiki/Robert_Reischauer,27636508,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Robert Richardson (travel writer),https://en.wikipedia.org/wiki/Robert_Richardson_(travel_writer),56886327,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Ricklefs,https://en.wikipedia.org/wiki/Robert_Ricklefs,15322493,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Ridgway,https://en.wikipedia.org/wiki/Robert_Ridgway,504236,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Robinson (chemist),https://en.wikipedia.org/wiki/Robert_Robinson_(chemist),1151022,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of the Royal Society of Edinburgh | Category:Members of the Bavarian Academy of Sciences | Category:Members of the French Academy of Sciences
Robert Rollinger,https://en.wikipedia.org/wiki/Robert_Rollinger,68070803,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Austrian Academy of Sciences
Robert Romer,https://en.wikipedia.org/wiki/Robert_Romer,30850331,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Romney Kane,https://en.wikipedia.org/wiki/Robert_Romney_Kane,43414096,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Royal Irish Academy
Robert Rosner,https://en.wikipedia.org/wiki/Robert_Rosner,11514030,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Norwegian Academy of Science and Letters
Robert Rowand Anderson,https://en.wikipedia.org/wiki/Robert_Rowand_Anderson,1133638,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Royal (author),https://en.wikipedia.org/wiki/Robert_Royal_(author),11831581,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the European Academy of Sciences and Arts
Robert S. Anderson,https://en.wikipedia.org/wiki/Robert_S._Anderson,59155838,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert S. Calderwood,https://en.wikipedia.org/wiki/Robert_S._Calderwood,7110104,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert S. Hogg,https://en.wikipedia.org/wiki/Robert_S._Hogg,71600600,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert S. Langer,https://en.wikipedia.org/wiki/Robert_S._Langer,2133090,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the National Academy of Medicine | Category:Members of the United States National Academy of Engineering | Category:Members of the United States National Academy of Sciences
Robert S. Mulliken,https://en.wikipedia.org/wiki/Robert_S._Mulliken,39049,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert S. P. Beekes,https://en.wikipedia.org/wiki/Robert_S._P._Beekes,2339724,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Netherlands Academy of Arts and Sciences
Robert S. Strauss,https://en.wikipedia.org/wiki/Robert_S._Strauss,803627,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Robert Sauer (mathematician),https://en.wikipedia.org/wiki/Robert_Sauer_(mathematician),66214427,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Bavarian Academy of Sciences
Robert Schapire,https://en.wikipedia.org/wiki/Robert_Schapire,14590974,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Engineering | Category:Members of the United States National Academy of Sciences
Robert Schimke,https://en.wikipedia.org/wiki/Robert_Schimke,46551043,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the National Academy of Medicine | Category:Members of the United States National Academy of Sciences
Robert Schlapp,https://en.wikipedia.org/wiki/Robert_Schlapp,57503883,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Schlögl,https://en.wikipedia.org/wiki/Robert_Schlögl,61814008,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of German Academy of Science and Engineering Acatech | Category:Members of the German National Academy of Sciences Leopoldina
Robert Scott Mylne,https://en.wikipedia.org/wiki/Robert_Scott_Mylne,55631343,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Scott Troup,https://en.wikipedia.org/wiki/Robert_Scott_Troup,23887520,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Sellers (psychologist),https://en.wikipedia.org/wiki/Robert_Sellers_(psychologist),59011672,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Service (historian),https://en.wikipedia.org/wiki/Robert_Service_(historian),913287,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Seton-Watson,https://en.wikipedia.org/wiki/Robert_Seton-Watson,5244737,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Shanks (pharmacologist),https://en.wikipedia.org/wiki/Robert_Shanks_(pharmacologist),69636878,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Royal Irish Academy
Robert Sharpe (judge),https://en.wikipedia.org/wiki/Robert_Sharpe_(judge),21019538,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert Shippen,https://en.wikipedia.org/wiki/Robert_Shippen,32453368,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Shirley (FRS),https://en.wikipedia.org/wiki/Robert_Shirley_(FRS),42671407,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Silver,https://en.wikipedia.org/wiki/Robert_Silver,38200888,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Simpson Woodward,https://en.wikipedia.org/wiki/Robert_Simpson_Woodward,5146640,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Skidelsky,https://en.wikipedia.org/wiki/Robert_Skidelsky,2528322,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Solow,https://en.wikipedia.org/wiki/Robert_Solow,216359,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Speight,https://en.wikipedia.org/wiki/Robert_Speight,28999676,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of the Royal Society of New Zealand
Robert Spencer Robinson,https://en.wikipedia.org/wiki/Robert_Spencer_Robinson,15154050,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
"Robert Spencer, 2nd Earl of Sunderland","https://en.wikipedia.org/wiki/Robert_Spencer,_2nd_Earl_of_Sunderland",292967,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Spittal,https://en.wikipedia.org/wiki/Robert_Spittal,58146908,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Stanley Weir,https://en.wikipedia.org/wiki/Robert_Stanley_Weir,2154681,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert Stearne Tighe,https://en.wikipedia.org/wiki/Robert_Stearne_Tighe,55531268,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Steinberg,https://en.wikipedia.org/wiki/Robert_Steinberg,5862484,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Stern (philosopher),https://en.wikipedia.org/wiki/Robert_Stern_(philosopher),42477601,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the British Academy
Robert Stevenson (civil engineer),https://en.wikipedia.org/wiki/Robert_Stevenson_(civil_engineer),375434,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Stevenson Thomson,https://en.wikipedia.org/wiki/Robert_Stevenson_Thomson,59350603,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Stewart MacDougall,https://en.wikipedia.org/wiki/Robert_Stewart_MacDougall,54378140,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Stirling Newall,https://en.wikipedia.org/wiki/Robert_Stirling_Newall,3720426,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Stodart Wyld,https://en.wikipedia.org/wiki/Robert_Stodart_Wyld,63038795,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Street,https://en.wikipedia.org/wiki/Robert_Street,42004722,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Australian Academy of Science
Robert Stuart Edgar,https://en.wikipedia.org/wiki/Robert_Stuart_Edgar,58065345,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Stuart Pilcher,https://en.wikipedia.org/wiki/Robert_Stuart_Pilcher,56172437,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert T. A. Innes,https://en.wikipedia.org/wiki/Robert_T._A._Innes,616906,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert T. Paine (zoologist),https://en.wikipedia.org/wiki/Robert_T._Paine_(zoologist),30743452,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert T. Sauer,https://en.wikipedia.org/wiki/Robert_T._Sauer,59718521,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert T. Skinner,https://en.wikipedia.org/wiki/Robert_T._Skinner,57833195,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Tarjan,https://en.wikipedia.org/wiki/Robert_Tarjan,46127,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Engineering | Category:Members of the United States National Academy of Sciences
Robert Tatlock Thomson,https://en.wikipedia.org/wiki/Robert_Tatlock_Thomson,59357578,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Tennent (photographer),https://en.wikipedia.org/wiki/Robert_Tennent_(photographer),55640803,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Thalén,https://en.wikipedia.org/wiki/Robert_Thalén,44840850,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Royal Society of Sciences in Uppsala
Robert Thomson (physician),https://en.wikipedia.org/wiki/Robert_Thomson_(physician),34678002,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Thomson Leiper,https://en.wikipedia.org/wiki/Robert_Thomson_Leiper,39297270,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Tibshirani,https://en.wikipedia.org/wiki/Robert_Tibshirani,31404681,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of the Royal Society of Canada | Category:Members of the United States National Academy of Sciences
Robert Tijdeman,https://en.wikipedia.org/wiki/Robert_Tijdeman,9006087,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Netherlands Academy of Arts and Sciences
Robert Tjian,https://en.wikipedia.org/wiki/Robert_Tjian,19615207,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Robert Torrens (economist),https://en.wikipedia.org/wiki/Robert_Torrens_(economist),5800237,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Traill Omond,https://en.wikipedia.org/wiki/Robert_Traill_Omond,51713810,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Robert Udny,https://en.wikipedia.org/wiki/Robert_Udny,57625776,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society
Robert Uffen,https://en.wikipedia.org/wiki/Robert_Uffen,23722027,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Canada
Robert van Gulik,https://en.wikipedia.org/wiki/Robert_van_Gulik,170329,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Netherlands Academy of Arts and Sciences
Robert Venturi,https://en.wikipedia.org/wiki/Robert_Venturi,53621,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the European Academy of Sciences and Arts
Robert von Dassanowsky,https://en.wikipedia.org/wiki/Robert_von_Dassanowsky,843806,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the European Academy of Sciences and Arts
